"","code_muni","code_muni2","MUNICIPIO","UF"
"1257",250120,"2501203","Areial","PB"
"1258",250130,"2501302","Aroeiras","PB"
"1259",250135,"2501351","Assunção","PB"
"1260",250140,"2501401","Baía da Traição","PB"
"1261",250150,"2501500","Bananeiras","PB"
"1262",250153,"2501534","Baraúna","PB"
"1263",250157,"2501575","Barra de Santana","PB"
"1264",250160,"2501609","Barra de Santa Rosa","PB"
"1265",250170,"2501708","Barra de São Miguel","PB"
"1266",250180,"2501807","Bayeux","PB"
"1267",250190,"2501906","Belém","PB"
"1268",250200,"2502003","Belém do Brejo do Cruz","PB"
"1269",250205,"2502052","Bernardino Batista","PB"
"1270",250210,"2502102","Boa Ventura","PB"
"1271",250215,"2502151","Boa Vista","PB"
"1272",250220,"2502201","Bom Jesus","PB"
"1273",250230,"2502300","Bom Sucesso","PB"
"1274",250240,"2502409","Bonito de Santa Fé","PB"
"1275",250250,"2502508","Boqueirão","PB"
"1276",250260,"2502607","Igaracy","PB"
"1277",250270,"2502706","Borborema","PB"
"1278",250280,"2502805","Brejo do Cruz","PB"
"1279",250290,"2502904","Brejo dos Santos","PB"
"1280",250300,"2503001","Caaporã","PB"
"1281",250310,"2503100","Cabaceiras","PB"
"1282",250320,"2503209","Cabedelo","PB"
"1283",250330,"2503308","Cachoeira dos Índios","PB"
"1284",250340,"2503407","Cacimba de Areia","PB"
"1285",250350,"2503506","Cacimba de Dentro","PB"
"1286",250355,"2503555","Cacimbas","PB"
"1287",250360,"2503605","Caiçara","PB"
"1288",250370,"2503704","Cajazeiras","PB"
"1289",250375,"2503753","Cajazeirinhas","PB"
"1290",250380,"2503803","Caldas Brandão","PB"
"1291",250390,"2503902","Camalaú","PB"
"1292",250400,"2504009","Campina Grande","PB"
"1293",250403,"2504033","Capim","PB"
"1294",250407,"2504074","Caraúbas","PB"
"1295",250410,"2504108","Carrapateira","PB"
"1296",250415,"2504157","Casserengue","PB"
"1297",250420,"2504207","Catingueira","PB"
"1298",250430,"2504306","Catolé do Rocha","PB"
"1299",250435,"2504355","Caturité","PB"
"1300",250440,"2504405","Conceição","PB"
"1301",250450,"2504504","Condado","PB"
"1302",250460,"2504603","Conde","PB"
"1303",250470,"2504702","Congo","PB"
"1304",250480,"2504801","Coremas","PB"
"1305",250485,"2504850","Coxixola","PB"
"1306",250490,"2504900","Cruz do Espírito Santo","PB"
"1307",250500,"2505006","Cubati","PB"
"1308",250510,"2505105","Cuité","PB"
"1309",250520,"2505204","Cuitegi","PB"
"1310",250523,"2505238","Cuité de Mamanguape","PB"
"1311",250527,"2505279","Curral de Cima","PB"
"1312",250530,"2505303","Curral Velho","PB"
"1313",250535,"2505352","Damião","PB"
"1314",250540,"2505402","Desterro","PB"
"1315",250550,"2505501","Vista Serrana","PB"
"1316",250560,"2505600","Diamante","PB"
"1317",250570,"2505709","Dona Inês","PB"
"1318",250580,"2505808","Duas Estradas","PB"
"1319",250590,"2505907","Emas","PB"
"1320",250600,"2506004","Esperança","PB"
"1321",250610,"2506103","Fagundes","PB"
"1322",250620,"2506202","Frei Martinho","PB"
"1323",250625,"2506251","Gado Bravo","PB"
"1324",250630,"2506301","Guarabira","PB"
"1325",250640,"2506400","Gurinhém","PB"
"1326",250650,"2506509","Gurjão","PB"
"1327",250660,"2506608","Ibiara","PB"
"1328",250670,"2506707","Imaculada","PB"
"1329",250680,"2506806","Ingá","PB"
"1330",250690,"2506905","Itabaiana","PB"
"1331",250700,"2507002","Itaporanga","PB"
"1332",250710,"2507101","Itapororoca","PB"
"1333",250720,"2507200","Itatuba","PB"
"1334",250730,"2507309","Jacaraú","PB"
"1335",250740,"2507408","Jericó","PB"
"1336",250750,"2507507","João Pessoa","PB"
"1337",250760,"2507606","Juarez Távora","PB"
"1338",250770,"2507705","Juazeirinho","PB"
"1339",250780,"2507804","Junco do Seridó","PB"
"1340",250790,"2507903","Juripiranga","PB"
"1341",250800,"2508000","Juru","PB"
"1342",250810,"2508109","Lagoa","PB"
"1343",250820,"2508208","Lagoa de Dentro","PB"
"1344",250830,"2508307","Lagoa Seca","PB"
"1345",250840,"2508406","Lastro","PB"
"1346",250850,"2508505","Livramento","PB"
"1347",250855,"2508554","Logradouro","PB"
"1348",250860,"2508604","Lucena","PB"
"1349",250870,"2508703","Mãe D'Água","PB"
"1350",250880,"2508802","Malta","PB"
"1351",250890,"2508901","Mamanguape","PB"
"1352",250900,"2509008","Manaíra","PB"
"1353",250905,"2509057","Marcação","PB"
"1354",250910,"2509107","Mari","PB"
"1355",250915,"2509156","Marizópolis","PB"
"1356",250920,"2509206","Massaranduba","PB"
"1357",250930,"2509305","Mataraca","PB"
"1358",250933,"2509339","Matinhas","PB"
"1359",250937,"2509370","Mato Grosso","PB"
"1360",250939,"2509396","Maturéia","PB"
"1361",250940,"2509404","Mogeiro","PB"
"1362",250950,"2509503","Montadas","PB"
"1363",250960,"2509602","Monte Horebe","PB"
"1364",250970,"2509701","Monteiro","PB"
"1365",250980,"2509800","Mulungu","PB"
"1366",250990,"2509909","Natuba","PB"
"1367",251000,"2510006","Nazarezinho","PB"
"1368",251010,"2510105","Nova Floresta","PB"
"1369",251020,"2510204","Nova Olinda","PB"
"1370",251030,"2510303","Nova Palmeira","PB"
"1371",251040,"2510402","Olho D'Água","PB"
"1372",251050,"2510501","Olivedos","PB"
"1373",251060,"2510600","Ouro Velho","PB"
"1374",251065,"2510659","Parari","PB"
"1375",251070,"2510709","Passagem","PB"
"1376",251080,"2510808","Patos","PB"
"1377",251090,"2510907","Paulista","PB"
"1378",251100,"2511004","Pedra Branca","PB"
"1379",251110,"2511103","Pedra Lavrada","PB"
"1380",251120,"2511202","Pedras de Fogo","PB"
"1381",251130,"2511301","Piancó","PB"
"1382",251140,"2511400","Picuí","PB"
"1383",251150,"2511509","Pilar","PB"
"1384",251160,"2511608","Pilões","PB"
"1385",251170,"2511707","Pilõezinhos","PB"
"1386",251180,"2511806","Pirpirituba","PB"
"1387",251190,"2511905","Pitimbu","PB"
"1388",251200,"2512002","Pocinhos","PB"
"1389",251203,"2512036","Poço Dantas","PB"
"1390",251207,"2512077","Poço de José de Moura","PB"
"1391",251210,"2512101","Pombal","PB"
"1392",251220,"2512200","Prata","PB"
"1393",251230,"2512309","Princesa Isabel","PB"
"1394",251240,"2512408","Puxinanã","PB"
"1395",251250,"2512507","Queimadas","PB"
"1396",251260,"2512606","Quixabá","PB"
"1397",251270,"2512705","Remígio","PB"
"1398",251272,"2512721","Pedro Régis","PB"
"1399",251274,"2512747","Riachão","PB"
"1400",251275,"2512754","Riachão do Bacamarte","PB"
"1401",251276,"2512762","Riachão do Poço","PB"
"1402",251278,"2512788","Riacho de Santo Antônio","PB"
"1403",251280,"2512804","Riacho dos Cavalos","PB"
"1404",251290,"2512903","Rio Tinto","PB"
"1405",251300,"2513000","Salgadinho","PB"
"1406",251310,"2513109","Salgado de São Félix","PB"
"1407",251315,"2513158","Santa Cecília","PB"
"1408",251320,"2513208","Santa Cruz","PB"
"1409",251330,"2513307","Santa Helena","PB"
"1410",251335,"2513356","Santa Inês","PB"
"1411",251340,"2513406","Santa Luzia","PB"
"1412",251350,"2513505","Santana de Mangueira","PB"
"1413",251360,"2513604","Santana dos Garrotes","PB"
"1414",251365,"2513653","Santarém","PB"
"1415",251370,"2513703","Santa Rita","PB"
"1416",251380,"2513802","Santa Teresinha","PB"
"1417",251385,"2513851","Santo André","PB"
"1418",251390,"2513901","São Bento","PB"
"1419",251392,"2513927","São Bentinho","PB"
"1420",251394,"2513943","São Domingos do Cariri","PB"
"1421",251396,"2513968","São Domingos","PB"
"1422",251398,"2513984","São Francisco","PB"
"1423",251400,"2514008","São João do Cariri","PB"
"1424",251410,"2514107","São João do Tigre","PB"
"1425",251420,"2514206","São José da Lagoa Tapada","PB"
"1426",251430,"2514305","São José de Caiana","PB"
"1427",251440,"2514404","São José de Espinharas","PB"
"1428",251445,"2514453","São José dos Ramos","PB"
"1429",251450,"2514503","São José de Piranhas","PB"
"1430",251455,"2514552","São José de Princesa","PB"
"1431",251460,"2514602","São José do Bonfim","PB"
"1432",251465,"2514651","São José do Brejo do Cruz","PB"
"1433",251470,"2514701","São José do Sabugi","PB"
"1434",251480,"2514800","São José dos Cordeiros","PB"
"1435",251490,"2514909","São Mamede","PB"
"1436",251500,"2515005","São Miguel de Taipu","PB"
"1437",251510,"2515104","São Sebastião de Lagoa de Roça","PB"
"1438",251520,"2515203","São Sebastião do Umbuzeiro","PB"
"1439",251530,"2515302","Sapé","PB"
"1440",251540,"2515401","Seridó","PB"
"1441",251550,"2515500","Serra Branca","PB"
"1442",251560,"2515609","Serra da Raiz","PB"
"1443",251570,"2515708","Serra Grande","PB"
"1444",251580,"2515807","Serra Redonda","PB"
"1445",251590,"2515906","Serraria","PB"
"1446",251593,"2515930","Sertãozinho","PB"
"1447",251597,"2515971","Sobrado","PB"
"1448",251600,"2516003","Solânea","PB"
"1449",251610,"2516102","Soledade","PB"
"1450",251615,"2516151","Sossêgo","PB"
"1451",251620,"2516201","Sousa","PB"
"1452",251630,"2516300","Sumé","PB"
"1453",251640,"2516409","Tacima","PB"
"1454",251650,"2516508","Taperoá","PB"
"1455",251660,"2516607","Tavares","PB"
"1456",251670,"2516706","Teixeira","PB"
"1457",251675,"2516755","Tenório","PB"
"1458",251680,"2516805","Triunfo","PB"
"1459",251690,"2516904","Uiraúna","PB"
"1460",251700,"2517001","Umbuzeiro","PB"
"1461",251710,"2517100","Várzea","PB"
"1462",251720,"2517209","Vieirópolis","PB"
"1463",251740,"2517407","Zabelê","PB"
"1464",260005,"2600054","Abreu E Lima","PE"
"1465",260010,"2600104","Afogados da Ingazeira","PE"
"1466",260020,"2600203","Afrânio","PE"
"1467",260030,"2600302","Agrestina","PE"
"1468",260040,"2600401","Água Preta","PE"
"1469",260050,"2600500","Águas Belas","PE"
"1470",260060,"2600609","Alagoinha","PE"
"1471",260070,"2600708","Aliança","PE"
"1472",260080,"2600807","Altinho","PE"
"1473",260090,"2600906","Amaraji","PE"
"1474",260100,"2601003","Angelim","PE"
"1475",260105,"2601052","Araçoiaba","PE"
"1476",260110,"2601102","Araripina","PE"
"1477",260120,"2601201","Arcoverde","PE"
"1478",260130,"2601300","Barra de Guabiraba","PE"
"1479",260140,"2601409","Barreiros","PE"
"1480",260150,"2601508","Belém de Maria","PE"
"1481",260160,"2601607","Belém do São Francisco","PE"
"1482",260170,"2601706","Belo Jardim","PE"
"1483",260180,"2601805","Betânia","PE"
"1484",260190,"2601904","Bezerros","PE"
"1485",260200,"2602001","Bodocó","PE"
"1486",260210,"2602100","Bom Conselho","PE"
"1487",260220,"2602209","Bom Jardim","PE"
"1488",260230,"2602308","Bonito","PE"
"1489",260240,"2602407","Brejão","PE"
"1490",260250,"2602506","Brejinho","PE"
"1491",260260,"2602605","Brejo da Madre de Deus","PE"
"1492",260270,"2602704","Buenos Aires","PE"
"1493",260280,"2602803","Buíque","PE"
"1494",260290,"2602902","Cabo de Santo Agostinho","PE"
"1495",260300,"2603009","Cabrobó","PE"
"1496",260310,"2603108","Cachoeirinha","PE"
"1497",260320,"2603207","Caetés","PE"
"1498",260330,"2603306","Calçado","PE"
"1499",260340,"2603405","Calumbi","PE"
"1500",260345,"2603454","Camaragibe","PE"
"1501",260350,"2603504","Camocim de São Félix","PE"
"1502",260360,"2603603","Camutanga","PE"
"1503",260370,"2603702","Canhotinho","PE"
"1504",260380,"2603801","Capoeiras","PE"
"1505",260390,"2603900","Carnaíba","PE"
"1506",260392,"2603926","Carnaubeira da Penha","PE"
"1507",260400,"2604007","Carpina","PE"
"1508",260410,"2604106","Caruaru","PE"
"1509",260415,"2604155","Casinhas","PE"
"1510",260420,"2604205","Catende","PE"
"1511",260430,"2604304","Cedro","PE"
"1512",260440,"2604403","Chã de Alegria","PE"
"1513",260450,"2604502","Chã Grande","PE"
"1514",260460,"2604601","Condado","PE"
"1515",260470,"2604700","Correntes","PE"
"1516",260480,"2604809","Cortês","PE"
"1517",260490,"2604908","Cumaru","PE"
"1518",260500,"2605004","Cupira","PE"
"1519",260510,"2605103","Custódia","PE"
"1520",260515,"2605152","Dormentes","PE"
"1521",260520,"2605202","Escada","PE"
"1522",260530,"2605301","Exu","PE"
"1523",260540,"2605400","Feira Nova","PE"
"1524",260545,"2605459","Fernando de Noronha","PE"
"1525",260550,"2605509","Ferreiros","PE"
"1526",260560,"2605608","Flores","PE"
"1527",260570,"2605707","Floresta","PE"
"1528",260580,"2605806","Frei Miguelinho","PE"
"1529",260590,"2605905","Gameleira","PE"
"1530",260600,"2606002","Garanhuns","PE"
"1531",260610,"2606101","Glória do Goitá","PE"
"1532",260620,"2606200","Goiana","PE"
"1533",260630,"2606309","Granito","PE"
"1534",260640,"2606408","Gravatá","PE"
"1535",260650,"2606507","Iati","PE"
"1536",260660,"2606606","Ibimirim","PE"
"1537",260670,"2606705","Ibirajuba","PE"
"1538",260680,"2606804","Igarassu","PE"
"1539",260690,"2606903","Iguaraci","PE"
"1540",260700,"2607000","Inajá","PE"
"1541",260710,"2607109","Ingazeira","PE"
"1542",260720,"2607208","Ipojuca","PE"
"1543",260730,"2607307","Ipubi","PE"
"1544",260740,"2607406","Itacuruba","PE"
"1545",260750,"2607505","Itaíba","PE"
"1546",260760,"2607604","Ilha de Itamaracá","PE"
"1547",260765,"2607653","Itambé","PE"
"1548",260770,"2607703","Itapetim","PE"
"1549",260775,"2607752","Itapissuma","PE"
"1550",260780,"2607802","Itaquitinga","PE"
"1551",260790,"2607901","Jaboatão dos Guararapes","PE"
"1552",260795,"2607950","Jaqueira","PE"
"1553",260800,"2608008","Jataúba","PE"
"1554",260805,"2608057","Jatobá","PE"
"1555",260810,"2608107","João Alfredo","PE"
"1556",260820,"2608206","Joaquim Nabuco","PE"
"1557",260825,"2608255","Jucati","PE"
"1558",260830,"2608305","Jupi","PE"
"1559",260840,"2608404","Jurema","PE"
"1560",260845,"2608453","Lagoa do Carro","PE"
"1561",260850,"2608503","Lagoa de Itaenga","PE"
"1562",260860,"2608602","Lagoa do Ouro","PE"
"1563",260870,"2608701","Lagoa dos Gatos","PE"
"1564",260875,"2608750","Lagoa Grande","PE"
"1565",260880,"2608800","Lajedo","PE"
"1566",260890,"2608909","Limoeiro","PE"
"1567",260900,"2609006","Macaparana","PE"
"1568",260910,"2609105","Machados","PE"
"1569",260915,"2609154","Manari","PE"
"1570",260920,"2609204","Maraial","PE"
"1571",260930,"2609303","Mirandiba","PE"
"1572",260940,"2609402","Moreno","PE"
"1573",260950,"2609501","Nazaré da Mata","PE"
"1574",260960,"2609600","Olinda","PE"
"1575",260970,"2609709","Orobó","PE"
"1576",260980,"2609808","Orocó","PE"
"1577",260990,"2609907","Ouricuri","PE"
"1578",261000,"2610004","Palmares","PE"
"1579",261010,"2610103","Palmeirina","PE"
"1580",261020,"2610202","Panelas","PE"
"1581",261030,"2610301","Paranatama","PE"
"1582",261040,"2610400","Parnamirim","PE"
"1583",261050,"2610509","Passira","PE"
"1584",261060,"2610608","Paudalho","PE"
"1585",261070,"2610707","Paulista","PE"
"1586",261080,"2610806","Pedra","PE"
"1587",261090,"2610905","Pesqueira","PE"
"1588",261100,"2611002","Petrolândia","PE"
"1589",261110,"2611101","Petrolina","PE"
"1590",261120,"2611200","Poção","PE"
"1591",261130,"2611309","Pombos","PE"
"1592",261140,"2611408","Primavera","PE"
"1593",261150,"2611507","Quipapá","PE"
"1594",261153,"2611533","Quixaba","PE"
"1595",261160,"2611606","Recife","PE"
"1596",261170,"2611705","Riacho das Almas","PE"
"1597",261180,"2611804","Ribeirão","PE"
"1598",261190,"2611903","Rio Formoso","PE"
"1599",261200,"2612000","Sairé","PE"
"1600",261210,"2612109","Salgadinho","PE"
"1601",261220,"2612208","Salgueiro","PE"
"1602",261230,"2612307","Saloá","PE"
"1603",261240,"2612406","Sanharó","PE"
"1604",261245,"2612455","Santa Cruz","PE"
"1605",261247,"2612471","Santa Cruz da Baixa Verde","PE"
"1606",261250,"2612505","Santa Cruz do Capibaribe","PE"
"1607",261255,"2612554","Santa Filomena","PE"
"1608",261260,"2612604","Santa Maria da Boa Vista","PE"
"1609",261270,"2612703","Santa Maria do Cambucá","PE"
"1610",261280,"2612802","Santa Terezinha","PE"
"1611",261290,"2612901","São Benedito do Sul","PE"
"1612",261300,"2613008","São Bento do Una","PE"
"1613",261310,"2613107","São Caitano","PE"
"1614",261320,"2613206","São João","PE"
"1615",261330,"2613305","São Joaquim do Monte","PE"
"1616",261340,"2613404","São José da Coroa Grande","PE"
"1617",261350,"2613503","São José do Belmonte","PE"
"1618",261360,"2613602","São José do Egito","PE"
"1619",261370,"2613701","São Lourenço da Mata","PE"
"1620",261380,"2613800","São Vicente Ferrer","PE"
"1621",261390,"2613909","Serra Talhada","PE"
"1622",261400,"2614006","Serrita","PE"
"1623",261410,"2614105","Sertânia","PE"
"1624",261420,"2614204","Sirinhaém","PE"
"1625",261430,"2614303","Moreilândia","PE"
"1626",261440,"2614402","Solidão","PE"
"1627",261450,"2614501","Surubim","PE"
"1628",261460,"2614600","Tabira","PE"
"1629",261470,"2614709","Tacaimbó","PE"
"1630",261480,"2614808","Tacaratu","PE"
"1631",261485,"2614857","Tamandaré","PE"
"1632",261500,"2615003","Taquaritinga do Norte","PE"
"1633",261510,"2615102","Terezinha","PE"
"1634",261520,"2615201","Terra Nova","PE"
"1635",261530,"2615300","Timbaúba","PE"
"1636",261540,"2615409","Toritama","PE"
"1637",261550,"2615508","Tracunhaém","PE"
"1638",261560,"2615607","Trindade","PE"
"1639",261570,"2615706","Triunfo","PE"
"1640",261580,"2615805","Tupanatinga","PE"
"1641",261590,"2615904","Tuparetama","PE"
"1642",261600,"2616001","Venturosa","PE"
"1643",261610,"2616100","Verdejante","PE"
"1644",261618,"2616183","Vertente do Lério","PE"
"1645",261620,"2616209","Vertentes","PE"
"1646",261630,"2616308","Vicência","PE"
"1647",261640,"2616407","Vitória de Santo Antão","PE"
"1648",261650,"2616506","Xexéu","PE"
"1649",270010,"2700102","Água Branca","AL"
"1650",270020,"2700201","Anadia","AL"
"1651",270030,"2700300","Arapiraca","AL"
"1652",270040,"2700409","Atalaia","AL"
"1653",270050,"2700508","Barra de Santo Antônio","AL"
"1654",270060,"2700607","Barra de São Miguel","AL"
"1655",270070,"2700706","Batalha","AL"
"1656",270080,"2700805","Belém","AL"
"1657",270090,"2700904","Belo Monte","AL"
"1658",270100,"2701001","Boca da Mata","AL"
"1659",270110,"2701100","Branquinha","AL"
"1660",270120,"2701209","Cacimbinhas","AL"
"1661",270130,"2701308","Cajueiro","AL"
"1662",270135,"2701357","Campestre","AL"
"1663",270140,"2701407","Campo Alegre","AL"
"1664",270150,"2701506","Campo Grande","AL"
"1665",270160,"2701605","Canapi","AL"
"1666",270170,"2701704","Capela","AL"
"1667",270180,"2701803","Carneiros","AL"
"1668",270190,"2701902","Chã Preta","AL"
"1669",270200,"2702009","Coité do Nóia","AL"
"1670",270210,"2702108","Colônia Leopoldina","AL"
"1671",270220,"2702207","Coqueiro Seco","AL"
"1672",270230,"2702306","Coruripe","AL"
"1673",270235,"2702355","Craíbas","AL"
"1674",270240,"2702405","Delmiro Gouveia","AL"
"1675",270250,"2702504","Dois Riachos","AL"
"1676",270255,"2702553","Estrela de Alagoas","AL"
"1677",270260,"2702603","Feira Grande","AL"
"1678",270270,"2702702","Feliz Deserto","AL"
"1679",270280,"2702801","Flexeiras","AL"
"1680",270290,"2702900","Girau do Ponciano","AL"
"1681",270300,"2703007","Ibateguara","AL"
"1682",270310,"2703106","Igaci","AL"
"1683",270320,"2703205","Igreja Nova","AL"
"1684",270330,"2703304","Inhapi","AL"
"1685",270340,"2703403","Jacaré dos Homens","AL"
"1686",270350,"2703502","Jacuípe","AL"
"1687",270360,"2703601","Japaratinga","AL"
"1688",270370,"2703700","Jaramataia","AL"
"1689",270375,"2703759","Jequiá da Praia","AL"
"1690",270380,"2703809","Joaquim Gomes","AL"
"1691",270390,"2703908","Jundiá","AL"
"1692",270400,"2704005","Junqueiro","AL"
"1693",270410,"2704104","Lagoa da Canoa","AL"
"1694",270420,"2704203","Limoeiro de Anadia","AL"
"1695",270430,"2704302","Maceió","AL"
"1696",270440,"2704401","Major Isidoro","AL"
"1697",270450,"2704500","Maragogi","AL"
"1698",270460,"2704609","Maravilha","AL"
"1699",270470,"2704708","Marechal Deodoro","AL"
"1700",270480,"2704807","Maribondo","AL"
"1701",270490,"2704906","Mar Vermelho","AL"
"1702",270500,"2705002","Mata Grande","AL"
"1703",270510,"2705101","Matriz de Camaragibe","AL"
"1704",270520,"2705200","Messias","AL"
"1705",270530,"2705309","Minador do Negrão","AL"
"1706",270540,"2705408","Monteirópolis","AL"
"1707",270550,"2705507","Murici","AL"
"1708",270560,"2705606","Novo Lino","AL"
"1709",270570,"2705705","Olho D'Água das Flores","AL"
"1710",270580,"2705804","Olho D'Água do Casado","AL"
"1711",270590,"2705903","Olho D'Água Grande","AL"
"1712",270600,"2706000","Olivença","AL"
"1713",270610,"2706109","Ouro Branco","AL"
"1714",270620,"2706208","Palestina","AL"
"1715",270630,"2706307","Palmeira dos Índios","AL"
"1716",270640,"2706406","Pão de Açúcar","AL"
"1717",270642,"2706422","Pariconha","AL"
"1718",270644,"2706448","Paripueira","AL"
"1719",270650,"2706505","Passo de Camaragibe","AL"
"1720",270660,"2706604","Paulo Jacinto","AL"
"1721",270670,"2706703","Penedo","AL"
"1722",270680,"2706802","Piaçabuçu","AL"
"1723",270690,"2706901","Pilar","AL"
"1724",270700,"2707008","Pindoba","AL"
"1725",270710,"2707107","Piranhas","AL"
"1726",270720,"2707206","Poço das Trincheiras","AL"
"1727",270730,"2707305","Porto Calvo","AL"
"1728",270740,"2707404","Porto de Pedras","AL"
"1729",270750,"2707503","Porto Real do Colégio","AL"
"1730",270760,"2707602","Quebrangulo","AL"
"1731",270770,"2707701","Rio Largo","AL"
"1732",270780,"2707800","Roteiro","AL"
"1733",270790,"2707909","Santa Luzia do Norte","AL"
"1734",270800,"2708006","Santana do Ipanema","AL"
"1735",270810,"2708105","Santana do Mundaú","AL"
"1736",270820,"2708204","São Brás","AL"
"1737",270830,"2708303","São José da Laje","AL"
"1738",270840,"2708402","São José da Tapera","AL"
"1739",270850,"2708501","São Luís do Quitunde","AL"
"1740",270860,"2708600","São Miguel dos Campos","AL"
"1741",270870,"2708709","São Miguel dos Milagres","AL"
"1742",270880,"2708808","São Sebastião","AL"
"1743",270890,"2708907","Satuba","AL"
"1744",270895,"2708956","Senador Rui Palmeira","AL"
"1745",270900,"2709004","Tanque D'Arca","AL"
"1746",270910,"2709103","Taquarana","AL"
"1747",270915,"2709152","Teotônio Vilela","AL"
"1748",270920,"2709202","Traipu","AL"
"1749",270930,"2709301","União dos Palmares","AL"
"1750",270940,"2709400","Viçosa","AL"
"1751",280010,"2800100","Amparo de São Francisco","SE"
"1752",280020,"2800209","Aquidabã","SE"
"1753",280030,"2800308","Aracaju","SE"
"1754",280040,"2800407","Arauá","SE"
"1755",280050,"2800506","Areia Branca","SE"
"1756",280060,"2800605","Barra dos Coqueiros","SE"
"1757",280067,"2800670","Boquim","SE"
"1758",280070,"2800704","Brejo Grande","SE"
"1759",280100,"2801009","Campo do Brito","SE"
"1760",280110,"2801108","Canhoba","SE"
"1761",280120,"2801207","Canindé de São Francisco","SE"
"1762",280130,"2801306","Capela","SE"
"1763",280140,"2801405","Carira","SE"
"1764",280150,"2801504","Carmópolis","SE"
"1765",280160,"2801603","Cedro de São João","SE"
"1766",280170,"2801702","Cristinápolis","SE"
"1767",280190,"2801900","Cumbe","SE"
"1768",280200,"2802007","Divina Pastora","SE"
"1769",280210,"2802106","Estância","SE"
"1770",280220,"2802205","Feira Nova","SE"
"1771",280230,"2802304","Frei Paulo","SE"
"1772",280240,"2802403","Gararu","SE"
"1773",280250,"2802502","General Maynard","SE"
"1774",280260,"2802601","Gracho Cardoso","SE"
"1775",280270,"2802700","Ilha das Flores","SE"
"1776",280280,"2802809","Indiaroba","SE"
"1777",280290,"2802908","Itabaiana","SE"
"1778",280300,"2803005","Itabaianinha","SE"
"1779",280310,"2803104","Itabi","SE"
"1780",280320,"2803203","Itaporanga D'Ajuda","SE"
"1781",280330,"2803302","Japaratuba","SE"
"1782",280340,"2803401","Japoatã","SE"
"1783",280350,"2803500","Lagarto","SE"
"1784",280360,"2803609","Laranjeiras","SE"
"1785",280370,"2803708","Macambira","SE"
"1786",280380,"2803807","Malhada dos Bois","SE"
"1787",280390,"2803906","Malhador","SE"
"1788",280400,"2804003","Maruim","SE"
"1789",280410,"2804102","Moita Bonita","SE"
"1790",280420,"2804201","Monte Alegre de Sergipe","SE"
"1791",280430,"2804300","Muribeca","SE"
"1792",280440,"2804409","Neópolis","SE"
"1793",280445,"2804458","Nossa Senhora Aparecida","SE"
"1794",280450,"2804508","Nossa Senhora da Glória","SE"
"1795",280460,"2804607","Nossa Senhora das Dores","SE"
"1796",280470,"2804706","Nossa Senhora de Lourdes","SE"
"1797",280480,"2804805","Nossa Senhora do Socorro","SE"
"1798",280490,"2804904","Pacatuba","SE"
"1799",280500,"2805000","Pedra Mole","SE"
"1800",280510,"2805109","Pedrinhas","SE"
"1801",280520,"2805208","Pinhão","SE"
"1802",280530,"2805307","Pirambu","SE"
"1803",280540,"2805406","Poço Redondo","SE"
"1804",280550,"2805505","Poço Verde","SE"
"1805",280560,"2805604","Porto da Folha","SE"
"1806",280570,"2805703","Propriá","SE"
"1807",280580,"2805802","Riachão do Dantas","SE"
"1808",280590,"2805901","Riachuelo","SE"
"1809",280600,"2806008","Ribeirópolis","SE"
"1810",280610,"2806107","Rosário do Catete","SE"
"1811",280620,"2806206","Salgado","SE"
"1812",280630,"2806305","Santa Luzia do Itanhy","SE"
"1813",280640,"2806404","Santana do São Francisco","SE"
"1814",280650,"2806503","Santa Rosa de Lima","SE"
"1815",280660,"2806602","Santo Amaro das Brotas","SE"
"1816",280670,"2806701","São Cristóvão","SE"
"1817",280680,"2806800","São Domingos","SE"
"1818",280690,"2806909","São Francisco","SE"
"1819",280700,"2807006","São Miguel do Aleixo","SE"
"1820",280710,"2807105","Simão Dias","SE"
"1821",280720,"2807204","Siriri","SE"
"1822",280730,"2807303","Telha","SE"
"1823",280740,"2807402","Tobias Barreto","SE"
"1824",280750,"2807501","Tomar do Geru","SE"
"1825",280760,"2807600","Umbaúba","SE"
"1826",290010,"2900108","Abaíra","BA"
"1827",290020,"2900207","Abaré","BA"
"1828",290030,"2900306","Acajutiba","BA"
"1829",290035,"2900355","Adustina","BA"
"1830",290040,"2900405","Água Fria","BA"
"1831",290050,"2900504","Érico Cardoso","BA"
"1832",290060,"2900603","Aiquara","BA"
"1833",290070,"2900702","Alagoinhas","BA"
"1834",290080,"2900801","Alcobaça","BA"
"1835",290090,"2900900","Almadina","BA"
"1836",290100,"2901007","Amargosa","BA"
"1837",290110,"2901106","Amélia Rodrigues","BA"
"1838",290115,"2901155","América Dourada","BA"
"1839",290120,"2901205","Anagé","BA"
"1840",290130,"2901304","Andaraí","BA"
"1841",290135,"2901353","Andorinha","BA"
"1842",290140,"2901403","Angical","BA"
"1843",290150,"2901502","Anguera","BA"
"1844",290160,"2901601","Antas","BA"
"1845",290170,"2901700","Antônio Cardoso","BA"
"1846",290180,"2901809","Antônio Gonçalves","BA"
"1847",290190,"2901908","Aporá","BA"
"1848",290195,"2901957","Apuarema","BA"
"1849",290200,"2902005","Aracatu","BA"
"1850",290205,"2902054","Araças","BA"
"1851",290210,"2902104","Araci","BA"
"1852",290220,"2902203","Aramari","BA"
"1853",290225,"2902252","Arataca","BA"
"1854",290230,"2902302","Aratuípe","BA"
